SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,PRICE,ZIP OR POSTAL CODE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,NEIGHBORHOOD
2019-04-10,Condo/Co-op,14711 S Berendo Ave #14,Gardena,355100,90247,2.0,2.5,1252.0,27002.0,1988,290.0,284.0,175.0,RS19053286,33.8980283,-118.2942381,Gardena
2018-02-23,Condo/Co-op,1730 W 145Th St Unit 2B,Gardena,340000,90247,2.0,2.25,1155.0,15405.0,1981,701.0,294.0,185.0,SB17249373,33.899789,-118.30788100000001,Gardena
2018-07-20,Condo/Co-op,17125 S Vermont Ave #2,Gardena,499000,90247,3.0,3.0,1632.0,27463.0,1990,554.0,306.0,220.0,18-347140,33.874829600000005,-118.2912199,Gardena
2019-08-01,Condo/Co-op,1216 Cottage Pl,Gardena,615000,90247,3.0,3.5,2252.0,8589.0,2005,177.0,273.0,140.0,TR19145518,33.900157,-118.296784,Gardena
2019-07-25,Condo/Co-op,14410 Lily Ln #1,Gardena,665000,90247,4.0,3.5,1860.0,65254.0,2017,184.0,358.0,252.0,19-462866,33.9004,-118.29957399999999,Gardena
2018-11-08,Condo/Co-op,2501 W Redondo Beach Blvd #120,Gardena,281000,90249,1.0,1.0,641.0,77853.0,1971,443.0,438.0,276.0,SB18247219,33.885780600000004,-118.3205744,Gardena
2019-01-30,Condo/Co-op,2501 W Redondo Beach Blvd #130,Gardena,285000,90249,1.0,1.0,641.0,77853.0,1971,360.0,445.0,276.0,19-420926,33.885780600000004,-118.3205744,Gardena
2018-07-13,Condo/Co-op,2501 W Redondo Beach Blvd #217,Gardena,270000,90249,1.0,1.0,646.0,65254.0,1971,561.0,418.0,276.0,SB18137294,33.885780600000004,-118.3205744,Gardena
2019-08-05,Condo/Co-op,2501 W Redondo Beach Blvd #125,Gardena,325000,90249,1.0,1.0,646.0,77853.0,1971,173.0,503.0,276.0,19-479286,33.885780600000004,-118.3205744,Gardena
2019-09-27,Condo/Co-op,1707 W 147Th St #4,Gardena,372000,90247,3.0,3.0,1264.0,17331.0,1992,120.0,294.0,160.0,19-474444,33.8980352,-118.30712120000001,Gardena
2019-12-06,Condo/Co-op,1820 W 146Th St Unit F,Gardena,400000,90249,2.0,2.0,1313.0,23050.0,1988,50.0,305.0,213.0,PW19035018,33.898768200000006,-118.30982890000001,Gardena
2019-07-05,Condo/Co-op,15305 S Berendo Ave #12,Gardena,400000,90247,2.0,2.5,1203.0,34176.0,1980,204.0,333.0,250.0,RS19110336,33.8915311,-118.29426310000001,Gardena
2019-08-21,Condo/Co-op,15102 S Raymond Ave,Gardena,412000,90247,2.0,2.5,1052.0,11806.0,2000,157.0,392.0,245.0,WS19169901,33.894498299999995,-118.29793500000001,Gardena
2019-10-01,Condo/Co-op,1120 W 164Th St #8,Gardena,417500,90247,2.0,2.0,1059.0,12017.0,1981,116.0,394.0,125.0,19-491880,33.88215770000001,-118.29409150000001,Gardena
2019-10-22,Condo/Co-op,2501 W Redondo Beach Blvd #334,Gardena,301000,90249,1.0,1.0,646.0,77853.0,1971,95.0,466.0,276.0,SB19222696,33.885780600000004,-118.3205744,Gardena
2019-10-22,Condo/Co-op,16823 S Denker Ave #6,Gardena,449000,90247,3.0,2.0,1115.0,10025.0,1988,95.0,403.0,259.0,SB19219524,33.8785667,-118.30523840000001,Gardena
2020-01-22,Condo/Co-op,1530 W 145Th St #206,Gardena,367500,90247,2.0,2.0,1028.0,18002.0,1982,3.0,357.0,265.0,19-528658,33.9000078,-118.30372290000001,Gardena
2018-11-27,Condo/Co-op,14430 Strawberry Ln #3,Gardena,620000,90247,3.0,3.5,1784.0,65254.0,2018,424.0,348.0,253.0,SR18220357,33.9006206,-118.29934270000001,Gardena
2018-03-30,Condo/Co-op,1830 W 145Th St Unit D,Gardena,354000,90249,2.0,2.0,1003.0,14143.0,1981,666.0,353.0,200.0,SB17265925,33.8998159,-118.31023770000002,Gardena
2018-12-03,Condo/Co-op,2501 W Redondo Beach Blvd #201,Gardena,365000,90249,2.0,2.0,993.0,77853.0,1971,418.0,368.0,421.0,PV18253461,33.885780600000004,-118.3205744,Gardena
2018-08-29,Condo/Co-op,2501 W Redondo Beach Blvd #316,Gardena,271000,90249,1.0,1.0,646.0,77853.0,1971,514.0,420.0,276.0,PV18086824,33.885780600000004,-118.3205744,Gardena
2018-08-22,Condo/Co-op,2501 W Redondo Beach Blvd #320,Gardena,280000,90249,1.0,1.0,641.0,77853.0,1971,521.0,437.0,268.0,SB18163779,33.885780600000004,-118.3205744,Gardena
2018-08-03,Condo/Co-op,15116 S Raymond Ave #105,Gardena,370000,90247,2.0,2.0,1101.0,31694.0,1978,540.0,336.0,275.0,DW18146257,33.8941568,-118.29765790000002,Gardena
2019-05-17,Condo/Co-op,14919 S Normandie Ave #17,Gardena,250000,90247,2.0,2.0,947.0,41196.0,1961,253.0,264.0,299.0,19-428642,33.8959885,-118.3009909,Gardena
2019-08-16,Condo/Co-op,14903 S Normandie Ave #205,Gardena,305000,90247,2.0,1.0,885.0,50014.0,1961,162.0,345.0,255.0,19-461460,33.896362599999996,-118.30143390000002,Gardena
2019-05-07,Condo/Co-op,16919 S Dalton Ave #110,Gardena,460000,90247,3.0,3.0,1289.0,17818.0,1981,263.0,357.0,250.0,PW19023725,33.877801500000004,-118.3041896,Gardena
2018-06-14,Condo/Co-op,15549 S Budlong Pl #11,Gardena,399000,90247,3.0,2.0,1280.0,37210.0,1962,590.0,312.0,350.0,SB18095470,33.8896956,-118.29577379999999,Gardena
2019-06-27,Condo/Co-op,1541 W 145Th St #8,Gardena,375000,90247,2.0,1.25,1097.0,18653.0,1982,212.0,342.0,212.0,IN19096794,33.90078870000001,-118.3041173,Gardena
2019-07-01,Condo/Co-op,14714 S Budlong Ave #5,Gardena,455000,90247,3.0,3.0,1331.0,8253.0,1991,208.0,342.0,200.0,SB19118198,33.898049,-118.2957209,Gardena
2019-08-02,Condo/Co-op,15312 S Normandie Ave #201,Gardena,314000,90247,1.0,1.0,1133.0,61774.0,1961,176.0,277.0,230.0,SB19154373,33.892557000000004,-118.299823,Gardena
2018-04-13,Condo/Co-op,14903 S Normandie Ave #107,Gardena,322000,90247,2.0,1.5,988.0,50014.0,1961,652.0,326.0,255.0,PW18043982,33.896362599999996,-118.30143390000002,Gardena
2018-07-17,Condo/Co-op,14903 S Normandie Ave #101,Gardena,300000,90247,2.0,2.0,943.0,50014.0,1961,557.0,318.0,255.0,18-346422,33.896362599999996,-118.30143390000002,Gardena
2018-04-08,Condo/Co-op,17125 S Vermont Ave #4,Gardena,490000,90247,3.0,3.0,1632.0,27463.0,1990,657.0,300.0,220.0,18-310456,33.874829600000005,-118.2912199,Gardena
2019-01-11,Condo/Co-op,15000 Halldale Ave #204,Gardena,410000,90247,2.0,2.0,1049.0,64075.0,1979,379.0,391.0,280.0,BB18288074,33.8952594,-118.3019363,Gardena
2018-11-27,Condo/Co-op,15897 Ocean Ln,Gardena,700000,90249,4.0,2.5,1958.0,58849.0,2001,424.0,358.0,210.0,18-392622,33.886014,-118.32010770000001,Gardena
2018-08-30,Condo/Co-op,14432 Kabana Ln #1,Gardena,681000,90247,3.0,3.0,1840.0,1840.0,2017,513.0,370.0,253.0,SR18032497,33.900263,-118.300132,Gardena
2018-02-27,Condo/Co-op,14404 Kiwi Ln #5,Gardena,635000,90247,3.0,3.5,1914.0,65254.0,2017,697.0,332.0,230.0,18-300588,33.90095147864172,-118.29968915719894,Gardena
2018-10-23,Condo/Co-op,15202 S Normandie Ave Unit B,Gardena,440000,90247,3.0,3.0,1431.0,30894.0,1991,459.0,307.0,240.0,18-380070,33.893570000000004,-118.2998,Gardena
2018-12-06,Condo/Co-op,1435 W 146Th St #204,Gardena,330000,90247,2.0,2.0,1028.0,18396.0,1985,415.0,321.0,194.0,SB18242134,33.899382,-118.30174679999999,Gardena
2019-08-28,Condo/Co-op,1604 W 158Th St Unit J,Gardena,465000,90247,2.0,2.25,1172.0,10283.0,1981,150.0,397.0,200.0,SB19167900,33.8870756,-118.3045956,Gardena
2019-10-11,Condo/Co-op,1335 W 139Th St #239,Gardena,350000,90247,2.0,2.0,1082.0,100792.0,1980,106.0,323.0,279.0,WS19190517,33.906459999999996,-118.29958159999998,Gardena
2019-11-13,Condo/Co-op,2502 Manhattan Beach Blvd #22,Gardena,375000,90249,2.0,1.0,813.0,41874.0,1971,73.0,461.0,310.0,PV19247090,33.886653499999994,-118.32094679999999,Gardena
2018-10-05,Condo/Co-op,1815 W 145Th St #4,Gardena,340000,90249,2.0,1.5,924.0,10990.0,1981,477.0,368.0,201.0,CV18207579,33.900367100000004,-118.3099084,Gardena
2019-01-17,Condo/Co-op,15549 S Budlong Pl #16,Gardena,316500,90247,2.0,2.0,1042.0,37210.0,1962,373.0,304.0,350.0,PW18282652,33.8896956,-118.29577379999999,Gardena
2018-12-28,Condo/Co-op,15312 S Normandie Ave #216,Gardena,270000,90247,1.0,1.0,947.0,61774.0,1961,393.0,285.0,77.0,PV18253527,33.892557000000004,-118.299823,Gardena
2019-03-29,Condo/Co-op,14714 S Budlong Ave #3,Gardena,450000,90247,3.0,3.0,1331.0,8253.0,1991,302.0,338.0,200.0,18-391154,33.898049,-118.2957209,Gardena
2018-08-29,Condo/Co-op,1815 W 145Th St #7,Gardena,315000,90249,2.0,2.0,1013.0,10990.0,1981,514.0,311.0,201.0,IG18146270,33.900367100000004,-118.3099084,Gardena
2019-04-09,Condo/Co-op,15801 Venus Pl,Gardena,475000,90249,4.0,2.5,1254.0,65254.0,1990,291.0,379.0,385.0,TR18268228,33.887016700000004,-118.3201443,Gardena
2019-09-10,Townhouse,49 Cresta Verde Dr #65,Rolling Hills Estates,700000,90274,2.0,2.5,1400.0,491349.0,1972,137.0,500.0,543.0,PW19177512,33.7600841,-118.38962020000001,Rolling Hills Estates
2018-08-22,Condo/Co-op,3604 W Estates Ln #206,Rolling Hills Estates,489000,90274,2.0,2.0,951.0,433780.0,1973,521.0,514.0,425.0,SB18164290,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-12-20,Condo/Co-op,627 Deep Vly #208,Rolling Hills Estates,719900,90274,2.0,2.0,1086.0,1086.0,2019,36.0,663.0,598.0,SB19280229,33.7712055,-118.3714416,Rolling Hills Estates
2020-01-14,Townhouse,15 Oaktree Ln,Rolling Hills Estates,949000,90274,3.0,2.5,2184.0,1938.0,1974,11.0,435.0,440.0,PV19262443,33.773632299999996,-118.37828390000001,Rolling Hills Estates
2020-01-14,Townhouse,34 Seaview Dr N,Rolling Hills Estates,838000,90274,3.0,2.25,1868.0,1584.0,1973,11.0,449.0,450.0,PV19256555,33.763044,-118.379393,Rolling Hills Estates
2020-01-23,Condo/Co-op,627 Deep Vly #210,Rolling Hills Estates,879900,90274,2.0,1.75,1374.0,1374.0,2019,2.0,640.0,658.0,SB19171163,33.7712055,-118.3714416,Rolling Hills Estates
2019-08-06,Townhouse,19 Aspen Way,Rolling Hills Estates,910000,90274,3.0,3.0,2184.0,1930.0,1975,172.0,417.0,440.0,SB19145541,33.7696124,-118.37971090000002,Rolling Hills Estates
2018-08-15,Townhouse,3625 W Hidden Ln Unit A,Rolling Hills Estates,750100,90274,3.0,3.0,1736.0,126121.0,1978,528.0,432.0,525.0,SB18139451,33.785652,-118.3431098,Rolling Hills Estates
2019-06-24,Condo/Co-op,3604 W Estates Ln #303,Rolling Hills Estates,373000,90274,1.0,1.0,659.0,433780.0,1973,215.0,566.0,376.0,SB19098025,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-07-27,Townhouse,8 Peartree Ln #23,Rolling Hills Estates,795000,90274,2.0,2.5,1704.0,2042.0,1978,547.0,467.0,456.0,PV18179974,33.764102799999996,-118.38836570000001,Rolling Hills Estates
2018-11-28,Townhouse,37 Cresta Verde Dr,Rolling Hills Estates,699000,90274,2.0,2.5,1400.0,491349.0,1972,423.0,499.0,475.0,SB18211750,33.759855200000004,-118.3896322,Rolling Hills Estates
2018-08-06,Townhouse,25 Peartree #18,Rolling Hills Estates,990000,90274,4.0,2.75,2148.0,2427.0,1978,537.0,461.0,456.0,SB18123536,33.7629428,-118.3896781,Rolling Hills Estates
2018-09-19,Townhouse,51 Oaktree Ln,Rolling Hills Estates,945000,90274,3.0,2.5,2184.0,2025.0,1974,493.0,433.0,440.0,PV18157602,33.772052,-118.377554,Rolling Hills Estates
2018-08-10,Townhouse,100 Aspen Way,Rolling Hills Estates,920000,90274,3.0,3.0,2184.0,1768.0,1974,533.0,421.0,440.0,PV18033040,33.771577,-118.37796840000001,Rolling Hills Estates
2019-10-07,Condo/Co-op,977 Silver Spur Rd,Rolling Hills Estates,799000,90274,2.0,2.0,1501.0,37274.0,2008,110.0,532.0,540.0,PV19237560,33.768693,-118.36473899999999,Rolling Hills Estates
2019-11-13,Condo/Co-op,3602 W Estates Ln #310,Rolling Hills Estates,369000,90274,1.0,1.0,659.0,433780.0,1973,73.0,560.0,380.0,SB19215799,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-11-14,Townhouse,13 Cottonwood Cir,Rolling Hills Estates,950000,90274,3.0,3.0,2184.0,1939.0,1974,72.0,435.0,440.0,SB19233788,33.7730526,-118.38075409999999,Rolling Hills Estates
2019-12-13,Townhouse,3619 W Hidden Ln Unit C,Rolling Hills Estates,680000,90274,2.0,2.25,1739.0,126121.0,1978,43.0,391.0,525.0,SB19200747,33.78582,-118.34288799999999,Rolling Hills Estates
2018-09-13,Townhouse,93 Cypress Way,Rolling Hills Estates,895000,90274,3.0,2.25,2000.0,2163.0,1975,499.0,448.0,440.0,SB18163774,33.770328899999996,-118.37761100000002,Rolling Hills Estates
2018-02-16,Condo/Co-op,3601 W Hidden Ln #114,Rolling Hills Estates,295000,90274,0.0,1.0,440.0,433780.0,1973,708.0,670.0,325.0,PV18009090,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-06-04,Townhouse,69 Aspen Way,Rolling Hills Estates,840000,90274,3.0,2.5,1988.0,1307.0,1975,600.0,423.0,440.0,OC18057620,33.77066129999999,-118.3773989,Rolling Hills Estates
2018-10-05,Condo/Co-op,28220 Highridge Rd #211,Rancho Palos Verdes,749000,90275,2.0,2.0,1327.0,65254.0,2016,477.0,564.0,360.0,SB18145410,33.7752784,-118.3811966,Rolling Hills Estates
2019-04-22,Townhouse,143 Cottonwood Cir,Rolling Hills Estates,819000,90274,2.0,2.5,1961.0,1351.0,1976,278.0,418.0,450.0,SB19051890,33.7711243,-118.37960149999999,Rolling Hills Estates
2019-03-26,Townhouse,118 Cottonwood Cir,Rolling Hills Estates,832000,90274,3.0,2.75,2184.0,1935.0,1974,305.0,381.0,440.0,SB19045424,33.771999,-118.379947,Rolling Hills Estates
2018-11-26,Townhouse,28 Sycamore Ln,Rolling Hills Estates,835000,90274,2.0,2.5,1961.0,1358.0,1977,425.0,426.0,440.0,PV18251162,33.770472999999996,-118.380656,Rolling Hills Estates
2018-05-15,Condo/Co-op,3603 W Hidden Ln #203,Rolling Hills Estates,365000,90274,1.0,1.0,659.0,433780.0,1973,620.0,554.0,376.0,SB18064355,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-08-09,Condo/Co-op,3602 W Estates Ln #316,Rolling Hills Estates,475000,90274,2.0,2.0,951.0,433780.0,1973,534.0,499.0,420.0,SB18154882,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-01-31,Condo/Co-op,3602 W Estates Ln #118,Rolling Hills Estates,355000,90274,1.0,1.0,659.0,433780.0,1973,359.0,539.0,338.0,PV19003908,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-07-11,Condo/Co-op,3602 W Estates Ln #321,Rolling Hills Estates,560000,90274,2.0,2.0,1131.0,433780.0,1973,563.0,495.0,458.0,OC18151061,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-04-22,Townhouse,11 Seaview Drive South,Rolling Hills Estates,845000,90274,3.0,3.0,1858.0,1639.0,1973,278.0,455.0,450.0,PV19037214,33.761306,-118.379751,Rolling Hills Estates
2019-05-28,Condo/Co-op,999 Silver Spur Rd,Rolling Hills Estates,830000,90274,3.0,3.0,1904.0,37274.0,2008,242.0,436.0,580.0,PV19015812,33.768693,-118.36473899999999,Rolling Hills Estates
2018-11-15,Townhouse,2 Sycamore Ln,Rolling Hills Estates,865000,90274,3.0,3.0,2184.0,1931.0,1977,436.0,396.0,440.0,PV18221365,33.7715858,-118.38084540000001,Rolling Hills Estates
2019-07-11,Townhouse,19 Via Sevilla,Rolling Hills Estates,741000,90274,2.0,2.5,1792.0,304128.0,1968,198.0,414.0,365.0,PW19125714,33.774009899999996,-118.38285159999998,Rolling Hills Estates
2018-03-23,Condo/Co-op,6 Via Majorca,Rolling Hills Estates,908500,90274,3.0,2.25,2006.0,303488.0,1968,673.0,453.0,365.0,18-313838,33.774131,-118.3818659,Rolling Hills Estates
2018-11-30,Townhouse,43 Cottonwood Cir,Rolling Hills Estates,850000,90274,2.0,3.0,2184.0,1935.0,1974,421.0,389.0,440.0,PV18261696,33.7745404,-118.38025959999999,Rolling Hills Estates
2018-11-16,Townhouse,79 Aspen Way,Rolling Hills Estates,890000,90274,2.0,2.5,1961.0,1422.0,1975,435.0,454.0,440.0,SB18216474,33.770736,-118.37758149999999,Rolling Hills Estates
2018-04-30,Townhouse,95 Cypress Way,Rolling Hills Estates,815000,90274,3.0,3.0,2184.0,1927.0,1975,635.0,373.0,440.0,SB18047500,33.77021,-118.37751000000002,Rolling Hills Estates
2018-08-07,Townhouse,123 Cottonwood Cir,Rolling Hills Estates,845000,90274,3.0,2.5,1988.0,1364.0,1976,536.0,425.0,440.0,SB18140760,33.771588,-118.38009869999999,Rolling Hills Estates
2018-06-20,Townhouse,5 Via La Cima,Rancho Palos Verdes,1140000,90275,3.0,3.0,2414.0,83619.0,1982,584.0,472.0,490.0,SB18108410,33.774562,-118.38242749999999,Rolling Hills Estates
2018-08-29,Condo/Co-op,3602 W Estates Ln #220,Rolling Hills Estates,375000,90274,1.0,1.0,659.0,433780.0,1973,514.0,569.0,376.0,SB18131040,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-04-06,Townhouse,10 Via La Cima,Rancho Palos Verdes,1195000,90275,3.0,3.0,2677.0,83431.0,1982,659.0,446.0,490.0,SB18022563,33.774562,-118.38242749999999,Rolling Hills Estates
2018-11-09,Condo/Co-op,3602 W Estates Ln #114,Rolling Hills Estates,295000,90274,0.0,1.0,440.0,433780.0,1973,442.0,670.0,338.0,SB18222834,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-09-27,Townhouse,82 Cresta Verde Dr,Rolling Hills Estates,915000,90274,4.0,2.5,2094.0,491349.0,1972,485.0,437.0,474.0,SB18164501,33.761005299999994,-118.39026799999999,Rolling Hills Estates
2018-06-12,Townhouse,17 Cresta Verde Dr,Rolling Hills Estates,725000,90274,2.0,2.25,1400.0,491349.0,1972,592.0,518.0,476.0,SB18081131,33.7594666,-118.3899991,Rolling Hills Estates
2018-11-27,Condo/Co-op,3602 W Estates Ln #219,Rolling Hills Estates,345000,90274,1.0,1.0,659.0,433780.0,1973,424.0,524.0,376.0,SB18266004,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-08-29,Townhouse,14 Seaview Drive South,Rolling Hills Estates,870000,90274,3.0,2.25,1868.0,1554.0,1973,514.0,466.0,450.0,PV18165632,33.761294,-118.379203,Rolling Hills Estates
2018-12-11,Condo/Co-op,3605 W Hidden Ln #212,Rolling Hills Estates,307000,90274,0.0,1.0,440.0,433780.0,1973,410.0,698.0,338.0,SB18233933,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-02-01,Condo/Co-op,3605 W Hidden Ln #315,Rolling Hills Estates,464000,90274,2.0,2.0,951.0,433609.0,1973,358.0,488.0,425.0,SB18248927,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-01-09,Townhouse,5 Peartree Ln,Rolling Hills Estates,1130000,90274,3.0,2.5,2028.0,2938.0,1978,381.0,557.0,456.0,PV18283828,33.7638768,-118.3896324,Rolling Hills Estates
2019-01-30,Townhouse,37 Cottonwood Cir,Rolling Hills Estates,865000,90274,3.0,3.0,2184.0,1942.0,1974,360.0,396.0,440.0,PV19011578,33.7742953,-118.3804883,Rolling Hills Estates
2018-07-09,Townhouse,23 Aspen Way,Rolling Hills Estates,875000,90274,2.0,3.0,2184.0,2166.0,1975,565.0,401.0,440.0,SB18073616,33.769573799999996,-118.37954479999999,Rolling Hills Estates
2018-04-05,Condo/Co-op,3602 W Estates Ln #108,Rolling Hills Estates,364500,90274,1.0,1.0,659.0,433780.0,1973,660.0,553.0,376.0,IN18045692,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-11-16,Townhouse,15 Sycamore Ln,Rolling Hills Estates,836000,90274,3.0,3.0,1988.0,13600.0,1974,435.0,421.0,450.0,PW18149778,33.7711242652447,-118.38033332741959,Rolling Hills Estates
2019-03-07,Townhouse,10 Coraltree Ln,Rolling Hills Estates,1004800,90274,3.0,2.5,2338.0,2530.0,1978,324.0,430.0,488.0,PV18197093,33.763104999999996,-118.39146000000001,Rolling Hills Estates
2019-01-17,Condo/Co-op,3604 W Estates Ln #112,Rolling Hills Estates,284000,90274,0.0,1.0,440.0,433780.0,1973,373.0,645.0,338.0,SB18265934,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-01-30,Condo/Co-op,144 Aspen Way,Rolling Hills Estates,932000,90274,2.0,2.0,1590.0,2084.0,1974,360.0,586.0,440.0,SB18283674,33.7731646,-118.37882379999999,Rolling Hills Estates
2018-04-27,Townhouse,164 Aspen Way,Rolling Hills Estates,905000,90274,3.0,3.0,2184.0,87381360.0,1974,638.0,414.0,440.0,PV18096694,33.773807299999994,-118.37919099999999,Rolling Hills Estates
2019-05-24,Condo/Co-op,901 Deep Valley Dr #214,Rolling Hills Estates,490000,90274,1.0,1.0,820.0,91051.0,2008,246.0,598.0,201.0,SB19068330,33.7689933,-118.36711580000001,Rolling Hills Estates
2019-02-26,Condo/Co-op,901 Deep Valley Dr #309,Rolling Hills Estates,672000,90274,2.0,2.0,1240.0,91051.0,2008,333.0,542.0,225.0,PV18295651,33.7689933,-118.36711580000001,Rolling Hills Estates
2019-06-12,Condo/Co-op,983 Silver Spur Rd,Rolling Hills Estates,865000,90274,3.0,2.25,1833.0,37198.0,2008,227.0,472.0,589.0,19-465176,33.768693400000004,-118.3647388,Rolling Hills Estates
2019-04-25,Condo/Co-op,3602 W Estates Ln #105,Rolling Hills Estates,362000,90274,1.0,1.0,659.0,433780.0,1973,275.0,549.0,380.0,SB19054922,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-05-20,Condo/Co-op,3601 W Hidden Ln #207,Rolling Hills Estates,368500,90274,1.0,1.0,659.0,433780.0,1973,250.0,559.0,380.0,SB19076948,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-03-22,Condo/Co-op,3605 W Hidden Ln #214,Rolling Hills Estates,292000,90274,0.0,1.0,440.0,433780.0,1973,309.0,664.0,338.0,SB18278806,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-08-07,Condo/Co-op,3603 W Hidden Ln #108,Rolling Hills Estates,385000,90274,1.0,1.0,659.0,433780.0,1973,171.0,584.0,376.0,SB19144493,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-08-09,Condo/Co-op,3621 W Hidden Ln Unit B,Rolling Hills Estates,680000,90274,2.0,2.5,1570.0,126121.0,1978,169.0,433.0,525.0,OC19127327,33.786176700000006,-118.343226,Rolling Hills Estates
2019-08-09,Condo/Co-op,3601 W Hidden Ln #208,Rolling Hills Estates,372000,90274,1.0,1.0,659.0,433780.0,1973,169.0,564.0,380.0,SB19141483,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-09-06,Condo/Co-op,3604 W Estates Ln #102,Rolling Hills Estates,485000,90274,2.0,2.0,951.0,433780.0,1973,141.0,510.0,428.0,PV19152129,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-10-01,Condo/Co-op,3601 W Hidden Ln #210,Rolling Hills Estates,377000,90274,1.0,1.0,659.0,433780.0,1973,116.0,572.0,380.0,SB19202203,33.7851691,-118.34163970000002,Rolling Hills Estates
2019-07-26,Condo/Co-op,3604 W Estates Ln #204,Rolling Hills Estates,470000,90274,2.0,2.0,951.0,433780.0,1973,183.0,494.0,428.0,SB19048983,33.7851691,-118.34163970000002,Rolling Hills Estates
2020-01-21,Condo/Co-op,3603 W Hidden Ln #114,Rolling Hills Estates,290000,90274,0.0,1.0,440.0,433780.0,1973,4.0,659.0,338.0,PV19219659,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-07-09,Condo/Co-op,3602 W Estates Ln #112,Rolling Hills Estates,285000,90274,0.0,1.0,440.0,433780.0,1973,565.0,648.0,325.0,SB18125748,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-07-25,Condo/Co-op,3605 W Hidden Ln #320,Rolling Hills Estates,355000,90274,1.0,1.0,659.0,433780.0,1973,549.0,539.0,376.0,SB18145039,33.7851691,-118.34163970000002,Rolling Hills Estates
2018-05-25,Condo/Co-op,28220 Highridge #103,Rancho Palos Verdes,937000,90275,3.0,2.5,1722.0,65254.0,2016,610.0,544.0,370.0,18-324250,33.7752784,-118.3811966,Rolling Hills Estates
2019-09-05,Condo/Co-op,28220 Highridge Rd #304,Rancho Palos Verdes,1160000,90275,3.0,2.5,2012.0,25261.0,2016,142.0,577.0,375.0,PV19143714,33.7750217,-118.3814616,Rolling Hills Estates
2019-10-30,Townhouse,8 Via La Cima,Rancho Palos Verdes,1050000,90275,3.0,3.0,2414.0,83431.0,1982,87.0,435.0,505.0,SB19151671,33.774562,-118.38242749999999,Rolling Hills Estates
2018-10-10,Townhouse,11 Cresta Verde Dr,Rolling Hills Estates,740000,90274,2.0,3.0,1512.0,491349.0,1972,472.0,489.0,476.0,SB18203967,33.7593407,-118.3900354,Rolling Hills Estates
2020-01-02,Townhouse,6 Cresta Verde Dr,Rolling Hills Estates,985000,90274,3.0,2.25,1992.0,491349.0,1972,23.0,494.0,543.0,PV19254116,33.7595778,-118.3904565,Rolling Hills Estates
2020-01-09,Townhouse,17 Seaview Dr S,Rolling Hills Estates,880000,90274,3.0,2.5,2044.0,12019.0,1973,16.0,431.0,495.0,PV19273512,33.761177,-118.37973400000001,Rolling Hills Estates
2019-05-13,Condo/Co-op,14 Coraltree Ln #8,Rolling Hills Estates,940000,90274,3.0,3.0,2338.0,2219.0,1978,257.0,402.0,488.0,SB19062827,33.76390870000001,-118.39109340000002,Rolling Hills Estates
2019-08-05,Townhouse,4 Peartree Ln,Rolling Hills Estates,1095000,90274,3.0,2.5,2338.0,2276.0,1978,173.0,468.0,488.0,PV19149316,33.7640933,-118.38876509999999,Rolling Hills Estates
2018-06-05,Townhouse,5 Cypress Way,Rolling Hills Estates,805000,90274,2.0,1.75,1590.0,2611.0,1974,599.0,506.0,440.0,SB18086374,33.773468,-118.379405,Rolling Hills Estates
2019-05-29,Townhouse,37 Sycamore Ln,Rolling Hills Estates,810000,90274,3.0,1.75,1590.0,2603.0,1975,241.0,509.0,440.0,PV19075278,33.770454,-118.37958300000001,Rolling Hills Estates
2019-05-29,Townhouse,88 Aspen Way,Rolling Hills Estates,820000,90274,2.0,2.0,1590.0,2074.0,1976,241.0,516.0,440.0,SB19084420,33.7712817,-118.3775244,Rolling Hills Estates
2019-06-28,Townhouse,90 Cottonwood Cir,Rolling Hills Estates,905000,90274,3.0,2.75,2184.0,1930.0,1974,211.0,414.0,440.0,PV19135896,33.7732681,-118.38020390000001,Rolling Hills Estates
